"Common_name","Scientific_name","Family_description","Family","Order","Sex","all_color"
"White-winged Fairywren","Malurus_leucopterus","Australasian wrens","Maluridae","Passeriformes","F","blue, brownish gray, dark blue, dark gray, dark purple, gray"
"White-winged Robin","Peneothello_sigillatus","Australasian robins","Petroicidae","Passeriformes","F","black, dark gray, gray"
"White-winged Scoter","Melanitta_fusca","Ducks, geese and swans","Anatidae","Anseriformes","F","black, brownish gray, dark gray, gray"
"White-winged Shrike-tanager","Lanio_versicolor","Tanagers","Thraupidae","Passeriformes","M","black, brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium-dark yellow-buff, very dark yellow-buff"
"White-winged Swallow","Tachycineta_albiventer","Swallows and martins","Hirundinidae","Passeriformes","F","brownish gray, dark gray, gray, olive-gray, pale gray"
"White-winged Swallow","Tachycineta_albiventer","Swallows and martins","Hirundinidae","Passeriformes","M","brownish gray, dark gray, gray, olive-gray, pale gray"
"White-winged Swallow","Tachycineta_albiventer","Swallows and martins","Hirundinidae","Passeriformes",NA,"brownish gray, dark gray, gray"
"White-winged Triller","Lalage_tricolor","Cuckoo-shrikes","Campephagidae","Passeriformes","F","black, brownish gray, dark gray, gray, pale gray"
"Whitehead","Mohoua_albicilla","Thornbills and gerygones","Acanthizidae","Passeriformes","M","brownish gray, gray, medium-dark yellow-buff, pale gray"
"Wied's Tyrant-manakin","Neopelma_aurifrons","Manakins","Pipridae","Passeriformes","F","dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, pale cream"
"Wied's Tyrant-manakin","Neopelma_aurifrons","Manakins","Pipridae","Passeriformes","M","dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff, pale cream, very pale cream"
"Wild Turkey","Meleagris_gallopavo","Grouse, pheasants and partridges","Phasianidae","Galliformes","F","blue, brownish gray, dark gray, dark rufous, gray, medium green, medium orange-buff, medium yellow-buff, medium-dark green, medium-dark olive, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, olive-gray"
"Wilkins's Bunting","Nesospiza_wilkinsi","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, dark yellow-buff, gray, medium-dark yellow-buff"
"Willie-wagtail","Rhipidura_leucophrys","Fantails","Rhipiduridae","Passeriformes","F","black, brownish gray, dark gray, gray"
"Willow Flycatcher","Empidonax_traillii","Tyrant-flycatchers","Tyrannidae","Passeriformes","F","brownish gray, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff, pale cream, pale gray"
"Willow Ptarmigan","Lagopus_lagopus","Grouse, pheasants and partridges","Phasianidae","Galliformes","F","brownish gray, dark gray, dark rufous, gray, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, olive-gray, pale gray"
"Willow Tit","Parus_montanus","Tits and chickadees","Paridae","Passeriformes","F","black, brownish gray, dark gray, gray"
"Willow Warbler","Phylloscopus_trochilus","Old World warblers","Sylviidae","Passeriformes","F","brownish gray, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff, pale gray, very dark yellow-buff"
"Wilson's Bird-of-paradise","Cicinnurus_respublica","Birds of paradise","Paradisaeidae","Passeriformes","M","black, brownish gray, dark brown, dark gray, dark olive, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark brown, medium-dark yellow-buff"
"Wilson's Phalarope","Steganopus_tricolor","Sandpipers and allies","Scolopacidae","Charadriiformes","F","brownish gray, dark rufous, gray, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, pale gray"
"Wilson's Storm-petrel","Oceanites_oceanicus","Storm-petrels","Hydrobatidae","Procellariiformes","M","brownish gray, gray, pale cream"
"Wilson's Warbler","Wilsonia_pusilla","New World warblers","Parulidae","Passeriformes","F","black, brownish gray, dark gray, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, pale cream, very dark yellow-buff"
"Wilson's Warbler","Wilsonia_pusilla","New World warblers","Parulidae","Passeriformes","M","black, brownish gray, dark gray, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, pale cream"
"Wing-banded Antbird","Myrmornis_torquata","Antbirds","Thamnophilidae","Passeriformes","F","brownish gray, dark brown, dark gray, dark rufous, gray, medium orange-buff, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, pale gray"
"Wing-banded Antbird","Myrmornis_torquata","Antbirds","Thamnophilidae","Passeriformes","M","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium orange-buff, medium-dark orange-buff, medium-dark rufous, pale gray"
"Wing-banded Wren","Microcerculus_bambla","Wrens","Troglodytidae","Passeriformes","F","brownish gray, dark gray, dark rufous, gray"
"Wing-banded Wren","Microcerculus_bambla","Wrens","Troglodytidae","Passeriformes","M","brownish gray, dark gray, dark rufous, gray, medium-dark orange-buff"
"Wing-barred Piprites","Piprites_chloris","Manakins","Pipridae","Passeriformes","F","brownish gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"Wing-barred Piprites","Piprites_chloris","Manakins","Pipridae","Passeriformes","M","brownish gray, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff, olive-gray"
"Wing-barred Piprites","Piprites_chloris","Manakins","Pipridae","Passeriformes",NA,"brownish gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff, olive-gray"
"Wing-barred Seedeater","Sporophila_americana","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","black, brownish gray, dark gray, dark yellow-buff, gray, medium-dark yellow-buff"
"Winter Wren","Troglodytes_troglodytes","Wrens","Troglodytidae","Passeriformes","F","black, brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium-dark rufous, medium-dark yellow-buff"
"Wire-crested Thorntail","Discosura_popelairii","Hummingbirds","Trochilidae","Apodiformes","M","blue, brownish gray, dark gray, gray, medium-dark yellow-buff"
"Wire-tailed Manakin","Pipra_filicauda","Manakins","Pipridae","Passeriformes","F","black, brownish gray, dark brown, dark gray, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark brown, medium-dark rufous, medium-dark yellow-buff, pale cream, very dark yellow-buff"
"Wompoo Fruit-dove","Ptilinopus_magnificus","Doves and pigeons","Columbidae","Columbiformes","F","brownish gray, dark brown, dark gray, dark maroon, dark olive, dark yellow-buff, gray, medium green, medium yellow-buff, medium-dark olive, medium-dark yellow-buff, olive-gray"
"Wood Duck","Aix_sponsa","Ducks, geese and swans","Anatidae","Anseriformes","F","black, blue, brownish gray, dark gray, dark olive, gray, light blue, medium-dark olive, olive-gray, pale gray"
"Wood Sandpiper","Tringa_glareola","Sandpipers and allies","Scolopacidae","Charadriiformes","F","brownish gray, dark gray, gray"
"Wood Thrush","Hylocichla_mustelina","Thrushes","Turdidae","Passeriformes","F","dark rufous, dark yellow-buff, gray, medium-dark yellow-buff, pale gray"
"Wood Warbler","Phylloscopus_sibilatrix","Old World warblers","Sylviidae","Passeriformes","F","brownish gray, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, pale gray"
"Woodhouse's Antpecker","Parmoptila_woodhousei","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","F","dark yellow-buff, medium orange-buff, medium tan, medium-dark brown, medium-dark rufous, medium-dark yellow-buff, pale buff, pale cream, pale orange-buff, very pale buff, very pale cream, very pale orange-buff"
"Woodhouse's Antpecker","Parmoptila_woodhousei","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","M","black, medium buff, medium orange-buff, medium red-brown, medium tan, medium yellow-buff, medium-dark brown, medium-dark yellow-buff, pale buff, pale orange-buff, very pale buff, very pale cream, very pale orange-buff"
"Woodland Kingfisher","Halcyon_senegalensis","Kingfishers","Alcedinidae","Coraciiformes",NA,"dark gray, gray, light blue, olive-gray"
"Woodpecker Finch","Camarhynchus_pallidus","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, gray, medium yellow-buff, medium-dark yellow-buff"
"Worm-eating Warbler","Helmitheros_vermivorum","New World warblers","Parulidae","Passeriformes","F","brownish gray, dark gray, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff"
"Worm-eating Warbler","Helmitheros_vermivorum","New World warblers","Parulidae","Passeriformes","M","brownish gray, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"Wrentit","Chamaea_fasciata","Babblers and parrotbills","Timaliidae","Passeriformes","F","brownish gray, medium-dark yellow-buff"
"Wrentit","Chamaea_fasciata","Babblers and parrotbills","Timaliidae","Passeriformes","M","brownish gray, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff"
"Wrybill","Anarhynchus_frontalis","Plovers","Charadriidae","Charadriiformes","M","brownish gray, dark gray, gray, pale gray"
"Yellow Canary","Serinus_flaviventris","Finches and Hawaiian honeycreepers","Fringillidae","Passeriformes","F","very pale cream, very pale orange-buff"
"Yellow Canary","Serinus_flaviventris","Finches and Hawaiian honeycreepers","Fringillidae","Passeriformes","M","very pale cream, very pale orange-buff"
"Yellow Cardinal","Gubernatrix_cristata","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"Yellow Chat","Epthianura_crocea","Honeyeaters","Meliphagidae","Passeriformes","F","black, brownish gray, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"Yellow Honeyeater","Lichenostomus_flavus","Honeyeaters","Meliphagidae","Passeriformes","F","dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"Yellow Oriole","Icterus_nigrogularis","New World blackbirds","Icteridae","Passeriformes","F","brownish gray, dark yellow-buff, medium yellow-buff, medium-dark yellow-buff"
"Yellow Oriole","Icterus_nigrogularis","New World blackbirds","Icteridae","Passeriformes","M","black, dark gray, medium yellow-buff, pale cream"
"Yellow Oriole","Icterus_nigrogularis","New World blackbirds","Icteridae","Passeriformes",NA,"black, dark gray, medium cream, medium yellow-buff, medium-dark yellow-buff"
"Yellow Thornbill","Acanthiza_nana","Thornbills and gerygones","Acanthizidae","Passeriformes","F","brownish gray, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"Yellow Wagtail","Motacilla_flava","Wagtails and pipits","Motacillidae","Passeriformes","F","black, brownish gray, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"Yellow Warbler","Dendroica_petechia","New World warblers","Parulidae","Passeriformes","F","brownish gray, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, pale cream, very dark yellow-buff"
"Yellow Warbler","Dendroica_petechia","New World warblers","Parulidae","Passeriformes","M","brownish gray, dark rufous, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, pale cream, very dark yellow-buff"
"Yellow Wattlebird","Anthochaera_paradoxa","Honeyeaters","Meliphagidae","Passeriformes","F","black, brownish gray, dark gray, gray, medium yellow-buff, medium-dark yellow-buff"
"Yellow-backed Tanager","Hemithraupis_flavicollis","Tanagers","Thraupidae","Passeriformes","F","brownish gray, dark yellow-buff, medium yellow-buff, pale cream"
"Yellow-backed Tanager","Hemithraupis_flavicollis","Tanagers","Thraupidae","Passeriformes","M","brownish gray, dark gray, gray, medium cream, pale cream"
"Yellow-backed Tanager","Hemithraupis_flavicollis","Tanagers","Thraupidae","Passeriformes",NA,"brownish gray, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"Yellow-bellied Dacnis","Dacnis_flaviventer","Tanagers","Thraupidae","Passeriformes","M","brownish gray, dark gray, dark olive, gray, medium yellow-buff, medium-dark olive, medium-dark yellow-buff, olive-gray"
"Yellow-bellied Elaenia","Elaenia_flavogaster","Tyrant-flycatchers","Tyrannidae","Passeriformes","F","black, brownish gray, dark gray, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, pale cream, very pale cream"
"Yellow-bellied Elaenia","Elaenia_flavogaster","Tyrant-flycatchers","Tyrannidae","Passeriformes","M","brownish gray, dark gray, gray, medium yellow-buff, medium-dark yellow-buff, pale cream, very pale cream"
"Yellow-bellied Flycatcher","Empidonax_flaviventris","Tyrant-flycatchers","Tyrannidae","Passeriformes","F","black, brownish gray, dark gray, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, olive-gray, pale cream"
"Yellow-bellied Gerygone","Gerygone_chrysogaster","Thornbills and gerygones","Acanthizidae","Passeriformes","F","brownish gray, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"Yellow-bellied Sapsucker","Sphyrapicus_varius","Woodpeckers","Picidae","Piciformes","F","black, brownish gray, dark brown, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark brown, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, olive-gray, pale cream"
"Yellow-bellied Seedeater","Sporophila_nigricollis","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"Yellow-bellied Siskin","Carduelis_xanthogastra","Finches and Hawaiian honeycreepers","Fringillidae","Passeriformes","F","very pale cream, very pale orange-buff"
"Yellow-bellied Siskin","Carduelis_xanthogastra","Finches and Hawaiian honeycreepers","Fringillidae","Passeriformes","M","black, dark yellow-buff, gray, pale gray, very dark olive, very pale cream"
"Yellow-bellied Tanager","Tangara_xanthogastra","Tanagers","Thraupidae","Passeriformes","M","dark gray, dark olive, gray, medium green, medium yellow-buff, medium-dark green, medium-dark olive, medium-dark yellow-buff, olive-gray"
"Yellow-bellied Waxbill","Estrilda_quartinia","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","F","medium orange-buff, medium red-brown, medium-dark orange-buff, pale buff, pale orange-buff, very pale buff, very pale cream, very pale orange-buff"
"Yellow-bellied Waxbill","Estrilda_quartinia","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","M","medium buff, medium cream, medium orange-buff, medium red-brown, medium tan, medium-dark yellow-buff, pale buff, pale cream, pale orange-buff, very pale buff, very pale cream, very pale orange-buff"
