









Frequency of observations in the selected location(s).:
Number of taxa: 	428

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Northern Flicker	0.1123028	0.0992677	0.0948905	0.1032389	0.1009524	0.0902406	0.0702726	0.1043046	0.1058394	0.149226	0.1524752	0.2650285	0.3393454	0.4439374	0.4634002	0.4433157	0.3651124	0.2936187	0.3007991	0.2497354	0.305	0.2820796	0.2562066	0.2936288	0.317284	0.2849083	0.2707692	0.2689394	0.2371134	0.2265823	0.2435233	0.3265306	0.3626149	0.4344086	0.5010417	0.4942325	0.4508118	0.3712766	0.3127001	0.2565056	0.1989691	0.1988571	0.1845018	0.1986063	0.1583221	0.1590595	0.1213115	0.16179	
woodpecker sp.	0.0018927	8.137E-4	0.0	0.0	0.0019048	0.0013369	0.0017036	0.0033113	7.299E-4	0.0	0.0039604	8.776E-4	6.68E-4	0.0032595	0.0011806	0.001219	8.326E-4	0.0024233	5.708E-4	0.0015873	0.0	0.0022124	0.0	0.0018467	0.0012346	0.0014104	0.0015385	0.0	0.0	0.0025316	0.0	0.0	0.0	0.0021505	0.0010417	0.0053239	0.0019102	0.0053191	0.0032017	0.0022305	0.0020619	0.0022857	0.00369	0.0017422	0.0	0.0013831	0.0	0.0011474	
American Kestrel	0.0548896	0.0398698	0.0364964	0.0384615	0.0342857	0.0347594	0.0212947	0.0273179	0.0416058	0.0501548	0.0679868	0.0794208	0.0634603	0.071708	0.0572609	0.0406339	0.0303913	0.0371567	0.0359589	0.0354497	0.044	0.0420354	0.0436941	0.043398	0.0432099	0.045134	0.0569231	0.030303	0.0244845	0.0405063	0.0272021	0.0510204	0.0674157	0.0731183	0.1708333	0.0718722	0.0830946	0.0776596	0.0640342	0.0267658	0.0278351	0.0274286	0.0221402	0.0383275	0.0311231	0.0414938	0.0338798	0.0522088	
Merlin	0.0157729	0.0162734	0.020073	0.0188934	0.02	0.0127005	0.0097956	0.0124172	0.0109489	0.0111455	0.0165017	0.0078982	0.004676	0.0084746	0.0106257	0.0085331	0.0029142	0.0024233	0.0011416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.47E-4	0.0012887	0.0015	0.0090674	0.0133438	0.0439224	0.0763441	0.1145833	0.0505768	0.0639924	0.0659574	0.058698	0.0587361	0.0443299	0.0411429	0.0442804	0.033101	0.0243572	0.0124481	0.0174863	0.0223752	
Gyrfalcon	0.0012618	0.0	0.0036496	0.0074224	0.0	6.684E-4	8.518E-4	0.0024834	0.0043796	0.003096	0.0013201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010309	0.0091429	0.0	0.0015	0.0015	0.0	0.0	0.0015	
Peregrine Falcon	0.014511	0.0162734	0.024635	0.0222672	0.0161905	0.0180481	0.0089438	0.0231788	0.019708	0.022291	0.0224422	0.0232558	0.0140281	0.0149935	0.0106257	0.0109711	0.0074938	0.0109047	0.0114155	0.0132275	0.013	0.0143805	0.0059583	0.0267775	0.0209877	0.0155148	0.0153846	0.0113636	0.0115979	0.0101266	0.0142487	0.0141287	0.0265577	0.044086	0.0541667	0.0239574	0.0391595	0.0457447	0.036286	0.0223048	0.0247423	0.0262857	0.0123001	0.011324	0.0135318	0.0055325	0.0120219	0.0258176	
large falcon sp.	0.0	0.0	0.0	0.0	0.0	6.684E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
small falcon sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.435E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
falcon sp.	0.0	0.0	0.0	0.0033738	0.0057143	0.0	4.259E-4	0.0	0.0	0.0	6.601E-4	4.388E-4	0.0	0.0032595	5.903E-4	4.063E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.0019861	9.234E-4	0.0	0.0	0.0	0.0	0.0	0.0015	0.0012953	7.849E-4	0.0061287	0.0053763	0.00625	0.0026619	0.0047755	0.006383	0.0021345	0.004461	0.0030928	0.0015	0.00369	0.0	0.0040595	0.0	0.0	5.737E-4	
diurnal raptor sp.	0.0	0.0	9.124E-4	6.748E-4	0.0	0.0013369	8.518E-4	0.0	0.0	6.192E-4	0.0	0.0013164	0.0	6.519E-4	0.0011806	0.0	8.326E-4	0.0	5.708E-4	0.0	0.0	0.0011062	0.0	0.0015	0.0	0.0	0.0030769	0.0	0.0	0.0	0.0015	7.849E-4	0.0030644	0.0010753	0.003125	8.873E-4	9.551E-4	0.0021277	0.0032017	0.0052045	0.0010309	0.0045714	0.00369	8.711E-4	0.0	0.0	0.0	0.0011474	
Olive-sided Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.326E-4	0.0036349	0.0114155	0.0031746	0.004	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0025316	0.003886	0.0062794	0.0091931	0.0193548	0.0104167	8.873E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Wood-Pewee	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.127E-4	0.0124896	0.1134895	0.3321918	0.3587302	0.371	0.2688053	0.2720953	0.2714681	0.2851852	0.2623413	0.2338462	0.250947	0.2255155	0.2303797	0.2823834	0.389325	0.3850868	0.3301075	0.2854167	0.18811	0.0706781	0.0202128	0.0010672	7.435E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-bellied Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.039E-4	0.0045662	0.0047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003886	0.0070644	0.0143003	0.0107527	0.0072917	0.0053239	9.551E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Acadian Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037469	0.016559	0.0530822	0.0375661	0.017	0.0044248	0.0119166	0.0156971	0.0098765	0.0084626	0.0030769	0.0028409	0.0	0.0050633	0.0012953	0.0023548	0.0020429	0.0032258	0.0020833	8.873E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Alder Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012116	0.0171233	0.0190476	0.009	0.0044248	0.0039722	0.0036934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Willow Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.063E-4	8.326E-4	0.0222132	0.0530822	0.1148148	0.112	0.090708	0.0714995	0.0461681	0.045679	0.0564175	0.0815385	0.0625	0.0283505	0.0240506	0.0103627	0.0180534	0.0071502	0.0053763	0.00625	8.873E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Alder/Willow Flycatcher (Traill's Flycatcher)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012116	0.0057078	0.0037037	0.006	0.005531	0.0019861	0.0083102	0.008642	0.0014104	0.0046154	0.0028409	0.003866	0.0050633	0.003886	0.0117739	0.0122574	0.0107527	0.0145833	0.0035492	9.551E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Least Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011806	0.0040634	0.0258118	0.0391761	0.0325342	0.0063492	0.0	0.0022124	0.0015	9.234E-4	0.0	0.0	0.0	9.47E-4	0.0012887	0.0037975	0.0181347	0.0306122	0.0469867	0.0344086	0.0364583	0.0124224	0.008596	0.0010638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hammond's Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0081191	0.0015	0.0015	0.0	
Empidonax sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037469	0.0052504	0.0097032	0.0026455	0.002	0.0	0.0029791	0.0027701	0.0024691	0.0014104	0.0061538	9.47E-4	0.0012887	0.0025316	0.0090674	0.0211931	0.0255363	0.0193548	0.0197917	0.014197	0.0095511	0.0	0.0021345	7.435E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Phoebe	0.0031546	8.137E-4	0.0	0.0026991	0.0047619	0.0040107	0.0025554	0.0049669	0.0116788	0.0427245	0.1557756	0.3005704	0.3573814	0.3435463	0.283353	0.3002844	0.2785179	0.2714055	0.2642694	0.1931217	0.195	0.199115	0.2005958	0.2049861	0.2135802	0.1706629	0.1615385	0.155303	0.1108247	0.1265823	0.1256477	0.1766091	0.1787538	0.2064516	0.3052083	0.3620231	0.3896848	0.306383	0.2379936	0.1100372	0.0319588	0.0114286	0.00123	0.0043554	0.0	0.0013831	0.0010929	0.0017212	
Say's Phoebe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0268817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ash-throated Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.711E-4	0.0	0.0	0.0	0.0	
Great Crested Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0410402	0.1915071	0.2936187	0.3961187	0.3322751	0.324	0.1980088	0.1906653	0.1874423	0.1654321	0.1466855	0.1153846	0.1060606	0.0786082	0.0772152	0.0803109	0.1067504	0.0806946	0.0430108	0.0302083	0.0062112	0.0019102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western Kingbird	0.0050473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0117396	0.0074349	0.0278351	0.0057143	0.00492	0.0148084	0.0067659	0.0055325	0.0010929	0.0011474	
Eastern Kingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029516	0.0451036	0.113239	0.1748788	0.2226027	0.1968254	0.195	0.1803097	0.1519364	0.1477378	0.1567901	0.212976	0.2138462	0.2263258	0.2615979	0.2291139	0.1787565	0.0934066	0.0398366	0.0150538	0.0041667	0.0	9.551E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
new world flycatcher sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.601E-4	0.0	0.0	0.0	5.903E-4	0.0	0.0	4.039E-4	0.0	0.0	0.0	0.0	0.0	9.234E-4	0.0	0.0	0.0	0.0018939	0.0	0.0	0.0	0.0015699	0.0	0.0	0.0	8.873E-4	0.0	0.0	0.0	7.435E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-eyed Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029516	0.0016254	0.0162365	0.0181745	0.015411	0.010582	0.007	0.0077434	0.0059583	0.0073869	0.0061728	0.0042313	0.0015385	0.0028409	0.0012887	0.0015	0.0	0.0	0.0	0.0	0.0	8.873E-4	0.0019102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-throated Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0316944	0.0832639	0.1102585	0.1067352	0.0656085	0.046	0.0365044	0.0238332	0.023084	0.0111111	0.0169252	0.0153846	0.0066288	0.0051546	0.0113924	0.0103627	0.0313972	0.0326864	0.0494624	0.0385417	0.0168589	0.0047755	0.0010638	0.0010672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blue-headed Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002004	0.0078227	0.0466352	0.0999594	0.113239	0.0634087	0.0262557	0.0058201	0.0	0.0022124	9.93E-4	0.0	0.0012346	0.0	0.0	0.0	0.0	0.0025316	0.0	0.0039246	0.0102145	0.0172043	0.0885417	0.1419698	0.1700096	0.1659574	0.135539	0.0527881	0.0092784	0.0022857	0.0015	0.0	0.0	0.0	0.0	0.0	
Philadelphia Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.163E-4	0.0016155	0.0011416	5.291E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0094192	0.0286006	0.0537634	0.1072917	0.0372671	0.0066858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Warbling Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.903E-4	0.1101178	0.195254	0.2132472	0.2688356	0.2296296	0.216	0.1714602	0.1509434	0.1468144	0.145679	0.1212976	0.1107692	0.0833333	0.0425258	0.0202532	0.0181347	0.0572998	0.0868233	0.0612903	0.0427083	0.0088731	0.0047755	0.0	0.0	7.435E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Philadelphia/Eastern Warbling Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.849E-4	0.0	0.0010753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-eyed Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.903E-4	0.0174726	0.1378018	0.312601	0.428653	0.3835979	0.339	0.2588496	0.3108242	0.3462604	0.2790123	0.2327221	0.2	0.1486742	0.1134021	0.1037975	0.1632124	0.255887	0.2819203	0.3064516	0.36875	0.2324756	0.1031519	0.0234043	0.0106724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
vireo sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.163E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	7.849E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Shrike	0.0018927	0.0	0.0	6.748E-4	0.0015	0.0053476	4.259E-4	0.0	0.0015	0.0012384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010309	0.0091429	0.0209102	0.011324	0.0257104	0.0069156	0.0076503	0.0017212	
Blue Jay	0.2681388	0.2538649	0.2664234	0.2449393	0.26	0.302139	0.2857751	0.2839404	0.2970803	0.3083591	0.3260726	0.36595	0.3373413	0.4080834	0.4622196	0.609102	0.6207327	0.5351373	0.5565068	0.478836	0.499	0.4369469	0.4528302	0.4607572	0.4753086	0.4724965	0.4707692	0.46875	0.4342784	0.435443	0.484456	0.5596546	0.6445352	0.711828	0.8052083	0.7710736	0.7459408	0.6861702	0.6083244	0.5085502	0.4164948	0.3794286	0.3862239	0.391115	0.3464141	0.3582296	0.3125683	0.3138267	
American Crow	0.4271293	0.4141579	0.4607664	0.428475	0.4685714	0.4545455	0.4080068	0.5182119	0.5051095	0.4959752	0.5194719	0.4910048	0.4455578	0.4322034	0.431523	0.4465664	0.4733555	0.4386107	0.4577626	0.4079365	0.441	0.3949115	0.3853029	0.3933518	0.4111111	0.3610719	0.3815385	0.3655303	0.3324742	0.3367089	0.3445596	0.3924647	0.4116445	0.4473118	0.5010417	0.4897959	0.5090735	0.4755319	0.547492	0.5360595	0.5360825	0.5085714	0.5055351	0.533101	0.4857916	0.4868603	0.4513661	0.4606999	
Fish Crow	0.0927445	0.098454	0.064781	0.0728745	0.092381	0.0748663	0.0583475	0.1283113	0.1408759	0.1399381	0.1636964	0.2066696	0.2010688	0.2301173	0.2125148	0.1889476	0.1498751	0.1199515	0.1318493	0.115873	0.14	0.1216814	0.1191658	0.1144968	0.1530864	0.1875882	0.1507692	0.1515152	0.117268	0.1113924	0.0841969	0.0729984	0.0888662	0.0666667	0.0479167	0.0559006	0.069723	0.0489362	0.1013874	0.0684015	0.085567	0.0857143	0.098401	0.1184669	0.1082544	0.0982019	0.0819672	0.0969593	
American/Fish Crow	0.0012618	0.002441	0.0015	0.0015	0.0028571	0.006016	0.0034072	0.0049669	7.299E-4	0.0037152	6.601E-4	4.388E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	
crow sp.	0.0435331	0.0374288	0.0355839	0.0323887	0.0238095	0.0414439	0.0293867	0.0430464	0.0321168	0.0365325	0.0376238	0.0364195	0.0267201	0.0378096	0.0430933	0.0422592	0.0283097	0.0242326	0.0291096	0.0322751	0.029	0.0287611	0.0268123	0.0203139	0.0234568	0.0253879	0.0261538	0.0227273	0.0296392	0.0278481	0.0362694	0.0376766	0.0337079	0.0150538	0.03125	0.0275067	0.0210124	0.0170213	0.0245464	0.0401487	0.042268	0.04	0.0516605	0.0487805	0.0365359	0.0373444	0.0338798	0.0430293	
Common Raven	0.0460568	0.0439382	0.044708	0.0499325	0.0457143	0.0354278	0.0289608	0.0455298	0.0474453	0.0470588	0.0528053	0.0447565	0.0427522	0.0449804	0.05549	0.049167	0.0457952	0.0403877	0.0542237	0.0449735	0.037	0.0331858	0.0347567	0.0387812	0.0407407	0.0507757	0.0507692	0.03125	0.0347938	0.0341772	0.0621762	0.0800628	0.1001021	0.1236559	0.1895833	0.1295475	0.1012416	0.1170213	0.1237994	0.1078067	0.1226804	0.1085714	0.0762608	0.0749129	0.0419486	0.0276625	0.0448087	0.0499139	
crow/raven sp.	0.0	0.0	0.0015	6.748E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Carolina Chickadee	0.0132492	0.0089504	0.0082117	0.0148448	0.0142857	0.0180481	0.0110733	0.0173841	0.0131387	0.0154799	0.019802	0.0136025	0.0200401	0.0169492	0.0253837	0.0203169	0.0145712	0.0105008	0.0085616	0.0116402	0.014	0.0033186	0.0099305	0.0073869	0.017284	0.0056417	0.0046154	0.0123106	0.007732	0.0101266	0.0090674	0.0086342	0.0153218	0.016129	0.015625	0.0195209	0.0229226	0.0138298	0.0170758	0.0118959	0.0164948	0.0137143	0.0073801	0.0174216	0.0040595	0.0096819	0.0196721	0.0143431	
Black-capped Chickadee	0.1987382	0.1912124	0.2153285	0.2152497	0.2142857	0.2606952	0.258092	0.1862583	0.1773723	0.1814241	0.1927393	0.1886792	0.1750167	0.1760104	0.2001181	0.1921983	0.1648626	0.1542811	0.1501142	0.1010582	0.103	0.0984513	0.1032771	0.11265	0.1358025	0.1170663	0.12	0.1013258	0.1056701	0.1151899	0.1088083	0.1821036	0.2257406	0.2344086	0.2927083	0.2369122	0.2445081	0.256383	0.2241195	0.2252788	0.2463918	0.256	0.2718327	0.2534843	0.2354533	0.2254495	0.2196721	0.2271945	
Carolina/Black-capped Chickadee	0.1028391	0.1139138	0.1350365	0.097166	0.1085714	0.1022727	0.0949744	0.0885762	0.079562	0.0978328	0.1075908	0.1180342	0.1342685	0.1571056	0.1552538	0.1865095	0.1611157	0.118336	0.1124429	0.068254	0.078	0.0630531	0.0585899	0.0627886	0.0925926	0.0959097	0.0923077	0.1051136	0.0889175	0.0708861	0.1282383	0.1624804	0.1787538	0.188172	0.2395833	0.2315883	0.2091691	0.1744681	0.2017076	0.1776952	0.1381443	0.1165714	0.1414514	0.1472125	0.1136671	0.1023513	0.1027322	0.1388411	
chickadee sp.	0.0	0.002441	0.0	0.0	0.0	6.684E-4	0.0021295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.903E-4	4.063E-4	0.0	0.0015	0.0	5.291E-4	0.0	0.0	0.0	9.234E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021345	0.001487	0.0	0.0015	0.0	8.711E-4	0.0	0.0013831	0.0	0.0	
Tufted Titmouse	0.281388	0.2717657	0.3020073	0.2995951	0.3495238	0.3449198	0.3475298	0.3162252	0.3145985	0.3287926	0.3478548	0.3773585	0.3881096	0.4146023	0.4781582	0.5062983	0.4587843	0.4168013	0.408105	0.3121693	0.325	0.3075221	0.2929494	0.3139428	0.3567901	0.3060649	0.3	0.280303	0.2203608	0.2278481	0.2525907	0.3155416	0.3564862	0.3870968	0.4197917	0.4090506	0.4393505	0.4042553	0.398079	0.3628253	0.2948454	0.2868571	0.3653137	0.3484321	0.3396482	0.362379	0.3256831	0.3459552	
Horned Lark	0.0429022	0.0366151	0.0821168	0.0802969	0.0790476	0.0568182	0.0353492	0.0364238	0.0408759	0.0241486	0.0283828	0.0179903	0.008016	0.0104302	0.0076741	0.0089395	0.0083264	0.0169628	0.010274	0.0111111	0.009	0.0088496	0.0139027	0.0083102	0.0098765	0.0112835	0.0061538	0.0085227	0.0206186	0.0126582	0.011658	0.0117739	0.0143003	0.0139785	0.0072917	0.011535	0.008596	0.012766	0.018143	0.0156134	0.0309278	0.0262857	0.0332103	0.0209059	0.0162382	0.0290456	0.0601093	0.0458979	
Bank Swallow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001336	0.0026076	0.0076741	0.0130028	0.0174854	0.0218094	0.0188356	0.0216931	0.015	0.0066372	0.0079444	0.0073869	0.0061728	0.0239774	0.0215385	0.0340909	0.0502577	0.0810127	0.0634715	0.0565149	0.0633299	0.0107527	0.003125	0.0044366	0.0028653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Tree Swallow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036496	0.019195	0.0640264	0.1443616	0.245825	0.3089961	0.3329398	0.3758635	0.3855121	0.365105	0.3789954	0.3312169	0.341	0.3097345	0.2681231	0.2474608	0.2024691	0.1946403	0.1646154	0.1647727	0.1765464	0.2341772	0.2266839	0.255887	0.2124617	0.1430108	0.165625	0.1295475	0.1489971	0.112766	0.0960512	0.0223048	0.0020619	0.0022857	0.0	0.0	0.0	0.0	0.0	0.0	
Purple Martin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035103	0.012024	0.0247718	0.0318772	0.0195043	0.0283097	0.0274637	0.0405251	0.0280423	0.02	0.0132743	0.0228401	0.0193906	0.0259259	0.0197461	0.0169231	0.0445076	0.0360825	0.0227848	0.0207254	0.0125589	0.0051073	0.0015	0.0020833	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Rough-winged Swallow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019802	0.0241334	0.0868403	0.1518905	0.2107438	0.2555872	0.2422981	0.2253635	0.2049087	0.1661376	0.145	0.1692478	0.1300894	0.1606648	0.1320988	0.1410437	0.1061538	0.1306818	0.128866	0.1063291	0.0841969	0.0910518	0.0684372	0.0494624	0.0291667	0.0319432	0.0305635	0.0117021	0.0042689	0.0022305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Barn Swallow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035103	0.0267201	0.0573664	0.1322314	0.1982934	0.3118235	0.3235057	0.3333333	0.3306878	0.3	0.295354	0.2730884	0.2797784	0.3135802	0.3667137	0.3738462	0.405303	0.4278351	0.4151899	0.373057	0.2747253	0.1491318	0.055914	0.025	0.0150843	0.0114613	0.0010638	0.0021345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Cliff Swallow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026076	0.0011806	0.0040634	0.0079101	0.0048465	0.0045662	0.0031746	0.001	0.0011062	0.0019861	9.234E-4	0.0037037	0.0014104	0.0030769	0.0047348	0.0115979	0.0278481	0.0401554	0.0353218	0.0306435	0.011828	0.0020833	0.0017746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
