"Common_name","Scientific_name","Family_description","Family","Order","Sex","all_color","Pro_Crown","Pro_Forehead","Pro_Nape","Pro_Supercilium","Pro_Lores","Pro_Auriculars","Pro_Malar","Pro_Eye","Pro_Beak","Pro_Mantle","Pro_Back","Pro_Scapulars","Pro_Rump","Pro_Collar","Pro_Chin_Throat","Pro_Breast","Pro_Belly","Pro_Flanks","Pro_Crissum","Pro_Wing_Coverts","Pro_Primaries","Pro_Secondaries","Pro_Tertials","Pro_Alula","Pro_WingBar","Pro_Wing_Other","Pro_Tail_Dorsal","Pro_Tail_Ventral","Pro_Tail_Outer","Pro_Tail_Other","Pro_Legs"
"Abbott's Starling","Cinnyricinclus_femoralis","Starlings","Sturnidae","Passeriformes","M","brownish gray, dark gray, gray, medium cream, medium yellow-buff","brownish gray, dark gray, gray",NA,"brownish gray, gray",NA,NA,NA,NA,NA,NA,NA,"brownish gray, gray",NA,"brownish gray, gray",NA,"brownish gray, gray, dark gray","brownish gray, dark gray, gray","medium cream, medium yellow-buff, gray",NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray, gray, dark gray",NA,NA,NA,"gray, brownish gray",NA
"Abert's Towhee","Pipilo_aberti","Buntings, American sparrows and allies","Emberizidae","Passeriformes","F","brownish gray, dark yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff","medium-dark rufous, medium-dark yellow-buff, dark yellow-buff, brownish gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium-dark yellow-buff",NA,NA,NA,NA,"medium-dark yellow-buff",NA,NA,"medium-dark rufous, medium-dark yellow-buff, medium-dark orange-buff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abert's Towhee","Pipilo_aberti","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, medium-dark rufous, medium-dark yellow-buff","medium-dark yellow-buff, brownish gray, medium-dark rufous",NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium-dark yellow-buff, brownish gray",NA,NA,NA,NA,"medium-dark yellow-buff",NA,NA,"medium-dark yellow-buff, medium-dark rufous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abyssinian Citril","Serinus_citrinelloides","Finches and Hawaiian honeycreepers","Fringillidae","Passeriformes","F","very pale cream, very pale orange-buff","very pale cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very pale cream",NA,NA,"very pale cream",NA,NA,NA,NA,NA,NA,NA,NA,"very pale cream","very pale orange-buff, very pale cream",NA,NA,NA,NA,NA
"Abyssinian Citril","Serinus_citrinelloides","Finches and Hawaiian honeycreepers","Fringillidae","Passeriformes","M","very pale cream, very pale orange-buff","very pale cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very pale cream",NA,NA,"very pale cream",NA,NA,NA,NA,NA,NA,NA,NA,"very pale cream","very pale orange-buff",NA,NA,NA,NA,NA
"Abyssinian Crimson-wing","Cryptospiza_salvadorii","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","F","dark maroon, medium pinkish buff, medium red-brown, medium tan, medium-dark brown, medium-dark orange-buff, medium-dark rufous, pale buff, pale orange-buff, very pale buff, very pale cream, very pale orange-buff","medium red-brown, medium tan, very pale orange-buff, pale orange-buff, medium-dark orange-buff","very pale orange-buff, very pale buff, very pale cream",NA,NA,NA,NA,NA,NA,NA,NA,"pale buff, very pale buff, medium pinkish buff",NA,NA,NA,"very pale cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium-dark rufous, medium-dark brown, medium tan, medium-dark orange-buff, pale orange-buff",NA,NA,NA,"medium red-brown, very pale orange-buff, dark maroon",NA
"Abyssinian Crimson-wing","Cryptospiza_salvadorii","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","M","black, dark rufous, dark yellow-buff, medium buff, medium orange-buff, medium red-brown, medium tan, medium-dark red-brown, medium-dark rufous, pale buff, pale orange-buff, very pale buff, very pale cream","pale buff, pale orange-buff, medium tan, medium red-brown","pale buff, pale orange-buff, very pale buff, very pale cream",NA,NA,NA,NA,NA,NA,NA,NA,"pale buff, very pale buff, medium tan, medium orange-buff",NA,NA,NA,"very pale cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium-dark rufous, medium buff, medium orange-buff, pale buff, black, medium-dark red-brown",NA,NA,NA,"dark rufous, black, medium-dark red-brown, dark yellow-buff",NA
"Acadian Flycatcher","Empidonax_virescens","Tyrant-flycatchers","Tyrannidae","Passeriformes","F","brownish gray, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, olive-gray, pale gray","gray, brownish gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gray, medium-dark yellow-buff, dark yellow-buff",NA,NA,NA,"gray, medium-dark yellow-buff","gray, medium yellow-buff, medium-dark yellow-buff","gray, medium-dark yellow-buff, olive-gray, pale gray, medium yellow-buff, medium cream",NA,NA,"brownish gray, medium-dark yellow-buff, gray, medium yellow-buff",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gray, brownish gray",NA
"Acorn Woodpecker","Melanerpes_formicivorus","Woodpeckers","Picidae","Piciformes","F","black, brownish gray, dark brown, dark gray, gray, medium cream, medium green, medium yellow-buff, medium-dark green, olive-gray","dark brown, brownish gray, dark gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gray, dark gray, black, olive-gray",NA,NA,NA,"gray, medium green, medium cream, medium yellow-buff, olive-gray, medium-dark green",NA,"gray, brownish gray",NA,NA,"dark gray, gray, black",NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark gray, gray",NA
"Adelaide's Warbler","Dendroica_adelaidae","New World warblers","Parulidae","Passeriformes","M","black, brownish gray, dark gray, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, pale cream, pale gray, very dark yellow-buff","dark gray, gray, black","medium-dark yellow-buff",NA,"gray, dark gray, very dark yellow-buff",NA,"gray, black, dark gray",NA,NA,NA,"gray","gray, dark gray",NA,NA,NA,"medium yellow-buff, medium-dark yellow-buff, medium cream",NA,"medium-dark yellow-buff, medium yellow-buff, medium cream",NA,NA,"gray, dark gray, brownish gray","brownish gray, gray",NA,NA,NA,NA,"brownish gray, gray, dark gray","gray","gray, pale gray",NA,"gray, dark gray",NA
"Adelie Penguin","Pygoscelis_adeliae","Penguins","Spheniscidae","Sphenisciformes","M","brownish gray, dark gray, gray, pale cream","dark gray, gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark gray, gray",NA,"gray, brownish gray",NA,"gray, brownish gray","gray","pale cream, gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"African Firefinch","Lagonosticta_rubricata","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","F","medium buff, medium orange-buff, medium pinkish buff, medium red-brown, medium tan, medium-dark brown, pale buff, pale pinkish buff, very pale buff, very pale orange-buff","medium tan, very pale orange-buff, pale buff, medium red-brown, medium pinkish buff","very pale buff, very pale orange-buff",NA,NA,NA,NA,NA,NA,NA,NA,"pale pinkish buff, medium tan, medium-dark brown, medium orange-buff, pale buff, very pale buff",NA,NA,NA,"very pale buff, very pale orange-buff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium pinkish buff, medium red-brown, medium-dark brown",NA,NA,NA,"very pale buff, medium-dark brown, medium tan, medium buff",NA
"African Firefinch","Lagonosticta_rubricata","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","M","medium buff, medium pinkish buff, medium red-brown, medium tan, medium-dark brown, medium-dark red-brown, pale buff, pale orange-buff, pale pinkish buff, very pale buff, very pale orange-buff","medium pinkish buff, medium-dark red-brown, pale buff, medium red-brown","very pale buff",NA,NA,NA,NA,NA,NA,NA,NA,"medium buff, pale buff, medium tan, pale orange-buff, very pale orange-buff",NA,NA,NA,"very pale buff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very pale orange-buff, very pale buff, medium-dark brown, medium red-brown, pale orange-buff",NA,NA,NA,"pale buff, very pale buff, pale pinkish buff, medium buff",NA
"African Olive-pigeon","Columba_arquatrix","Doves and pigeons","Columbidae","Columbiformes","M","brownish gray, dark gray, gray, pale gray","brownish gray, gray",NA,"gray, pale gray",NA,NA,"gray, brownish gray",NA,NA,NA,"gray, brownish gray, dark gray",NA,NA,NA,NA,"gray","brownish gray, gray","brownish gray, gray",NA,"gray","gray","gray, brownish gray",NA,NA,NA,NA,"gray, brownish gray","dark gray, gray",NA,NA,NA,NA
"African Paradise-flycatcher","Terpsiphone_viridis","Monarchs","Monarchidae","Passeriformes","M","blue, brownish gray, dark blue, dark gray, dark rufous, gray, medium-dark orange-buff, medium-dark rufous, pale gray","dark gray, dark blue, blue",NA,NA,NA,NA,NA,NA,NA,NA,"medium-dark rufous, dark rufous, medium-dark orange-buff, pale gray, gray",NA,NA,NA,NA,"dark gray, gray, blue, dark blue",NA,"gray",NA,NA,"gray, pale gray","medium-dark rufous, medium-dark orange-buff, gray, dark gray, brownish gray",NA,NA,NA,NA,"brownish gray, gray","medium-dark rufous, dark rufous, gray, pale gray","medium-dark rufous, medium-dark orange-buff, gray, pale gray",NA,NA,NA
"African Pied Starling","Spreo_bicolor","Starlings","Sturnidae","Passeriformes","M","brownish gray, gray, medium cream, medium green, medium yellow-buff, medium-dark brown, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, olive-gray, pale cream","brownish gray",NA,"gray, brownish gray, medium-dark yellow-buff",NA,NA,NA,NA,NA,NA,NA,"brownish gray, medium-dark orange-buff, medium-dark rufous",NA,"brownish gray, medium-dark yellow-buff, gray",NA,"gray, brownish gray, medium-dark yellow-buff","gray, brownish gray, medium-dark rufous","medium cream, medium yellow-buff, gray, pale cream",NA,NA,NA,NA,NA,NA,NA,NA,"medium-dark rufous, brownish gray, medium-dark orange-buff, medium-dark brown, medium-dark yellow-buff, gray",NA,NA,NA,"olive-gray, medium green, medium-dark yellow-buff, gray",NA
"African Pygmy-goose","Nettapus_auritus","Ducks, geese and swans","Anatidae","Anseriformes","M","black, dark gray, dark olive, gray, medium green, medium orange-buff, medium-dark olive, medium-dark orange-buff, olive-gray, pale gray","black, dark gray, gray, pale gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"olive-gray, medium orange-buff, medium-dark orange-buff",NA,"dark olive, medium-dark orange-buff, medium green",NA,"olive-gray, pale gray, gray","medium orange-buff, medium-dark olive, dark olive, olive-gray","gray, pale gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"African Pygmy-kingfisher","Ceyx_pictus","Kingfishers","Alcedinidae","Coraciiformes","M","dark purple, gray, medium cream, medium tan, medium yellow-buff, medium-dark dark purple","dark purple, medium tan",NA,NA,NA,NA,"medium-dark dark purple",NA,NA,NA,NA,"dark purple",NA,"dark purple",NA,"gray","medium yellow-buff","medium cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"African River-martin","Pseudochelidon_eurystomina","Swallows and martins","Hirundinidae","Passeriformes","F","black, dark gray, gray","black, dark gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gray",NA,"dark gray",NA,"dark gray",NA,"dark gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"African River-martin","Pseudochelidon_eurystomina","Swallows and martins","Hirundinidae","Passeriformes","M","black, dark gray, gray","dark gray, black",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gray, dark gray",NA,"dark gray, black",NA,"dark gray",NA,"dark gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"African Silverbill","Lonchura_cantans","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","F","medium buff, medium pinkish buff, medium red-brown, medium tan, medium-dark maroon, pale buff, pale orange-buff, pale pinkish buff, very pale buff, very pale cream, very pale orange-buff","medium tan, very pale orange-buff, pale buff","very pale cream",NA,NA,NA,NA,NA,NA,NA,NA,"very pale orange-buff, very pale buff",NA,NA,NA,"very pale orange-buff, very pale cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very pale orange-buff, pale orange-buff, very pale buff, medium buff",NA,NA,NA,"medium-dark maroon, pale pinkish buff, medium pinkish buff, medium red-brown",NA
"African Silverbill","Lonchura_cantans","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","M","medium pinkish buff, medium red-brown, medium tan, medium-dark brown, medium-dark maroon, pale buff, pale orange-buff, very pale buff, very pale cream, very pale orange-buff","pale buff, medium pinkish buff, medium-dark brown, medium tan","very pale cream",NA,NA,NA,NA,NA,NA,NA,NA,"very pale orange-buff",NA,NA,NA,"very pale orange-buff, very pale cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very pale buff, medium tan, pale orange-buff, pale buff, medium red-brown, medium-dark brown",NA,NA,NA,"medium-dark maroon, medium-dark brown, medium red-brown, medium pinkish buff",NA
"African Thrush","Turdus_pelios","Thrushes","Turdidae","Passeriformes","M","brownish gray, gray, medium cream, medium yellow-buff, medium-dark yellow-buff","brownish gray",NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray, medium-dark yellow-buff, gray",NA,NA,NA,NA,"gray","gray, medium yellow-buff, medium-dark yellow-buff","gray, medium cream","medium yellow-buff, medium cream","gray",NA,NA,NA,NA,NA,NA,"medium-dark yellow-buff, medium yellow-buff",NA,NA,NA,NA,NA
"African Yellow White-eye","Zosterops_senegalensis","White-eyes","Zosteropidae","Passeriformes","M","brownish gray, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, pale cream","medium-dark yellow-buff, medium yellow-buff","medium yellow-buff, medium-dark yellow-buff",NA,NA,NA,NA,NA,NA,NA,"medium-dark yellow-buff",NA,NA,NA,NA,NA,NA,"pale cream, medium yellow-buff, medium cream","medium yellow-buff, gray, medium-dark yellow-buff",NA,"medium-dark yellow-buff","brownish gray, gray",NA,NA,NA,NA,NA,"brownish gray","brownish gray, gray",NA,NA,NA
"Agami Heron","Agamia_agami","Herons and egrets","Ardeidae","Pelecaniformes","M","black, brownish gray, dark brown, dark gray, dark rufous, gray, medium yellow-buff, olive-gray","black, gray",NA,"gray","dark gray",NA,"dark gray",NA,NA,NA,NA,"gray","dark gray","dark gray",NA,"olive-gray, medium yellow-buff","dark rufous, brownish gray","dark rufous","dark brown","gray","black",NA,"black",NA,"dark rufous",NA,NA,NA,NA,NA,"black",NA
"Agami Heron","Agamia_agami","Herons and egrets","Ardeidae","Pelecaniformes",NA,"black, brownish gray, dark brown, dark gray, dark olive, dark rufous, gray, olive-gray","dark gray, dark olive, black",NA,"gray, black","dark gray",NA,"black",NA,NA,NA,NA,"gray, olive-gray","black, dark gray","gray, dark gray",NA,"black, gray, olive-gray","dark brown, brownish gray, black","brownish gray","dark rufous, dark brown","brownish gray, dark brown","black, gray",NA,"black, dark gray",NA,"dark brown",NA,NA,NA,NA,NA,"black, dark gray",NA
"Akekee","Loxops_caeruleirostris","Finches and Hawaiian honeycreepers","Fringillidae","Passeriformes","M","gray, medium yellow-buff, medium-dark yellow-buff","medium-dark yellow-buff",NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium-dark yellow-buff, gray",NA,"medium-dark yellow-buff",NA,"medium yellow-buff","medium yellow-buff","medium yellow-buff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akepa","Loxops_coccineus","Finches and Hawaiian honeycreepers","Fringillidae","Passeriformes","M","brownish gray, dark brown, dark yellow-buff, medium yellow-buff, medium-dark brown, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff","brownish gray, medium-dark brown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark yellow-buff, dark brown",NA,"medium-dark yellow-buff, medium-dark brown",NA,"medium yellow-buff, medium-dark orange-buff","medium yellow-buff","medium yellow-buff, medium-dark brown",NA,NA,NA,NA,NA,NA,NA,NA,"medium-dark rufous",NA,NA,NA,NA,NA
"Alder Flycatcher","Empidonax_alnorum","Tyrant-flycatchers","Tyrannidae","Passeriformes","F","black, brownish gray, dark gray, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff","brownish gray, black, gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray, gray",NA,NA,NA,"gray, medium yellow-buff, medium-dark yellow-buff","gray","gray, medium-dark yellow-buff, medium yellow-buff, medium cream",NA,NA,"brownish gray, dark gray, black, dark yellow-buff, gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray, gray",NA
"Allen's Hummingbird","Selasphorus_sasin","Hummingbirds","Trochilidae","Apodiformes","F","brownish gray, gray, medium tan, medium yellow-buff, medium-dark brown, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff","brownish gray, medium-dark yellow-buff",NA,"medium-dark yellow-buff, brownish gray, gray",NA,NA,NA,NA,NA,NA,NA,"medium-dark yellow-buff, medium yellow-buff",NA,"medium-dark yellow-buff, medium-dark orange-buff, medium-dark rufous",NA,"medium tan, medium-dark brown, gray","gray","gray, medium yellow-buff",NA,NA,NA,NA,NA,NA,NA,NA,"medium-dark yellow-buff, medium yellow-buff, brownish gray, gray",NA,NA,NA,"brownish gray, medium-dark rufous, gray, medium-dark brown, medium-dark yellow-buff",NA
"Allen's Hummingbird","Selasphorus_sasin","Hummingbirds","Trochilidae","Apodiformes","M","brownish gray, gray, medium cream, medium orange-buff, medium tan, medium yellow-buff, medium-dark brown, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff","medium-dark yellow-buff, brownish gray",NA,"medium-dark yellow-buff, medium yellow-buff",NA,NA,NA,NA,NA,NA,NA,"medium-dark yellow-buff",NA,"gray, medium-dark yellow-buff",NA,"medium-dark brown, medium tan","gray, medium cream, medium yellow-buff","medium-dark orange-buff, medium-dark rufous, medium yellow-buff, medium orange-buff",NA,NA,NA,NA,NA,NA,NA,NA,"medium-dark yellow-buff, brownish gray, medium-dark rufous, medium yellow-buff",NA,NA,NA,"medium-dark rufous, brownish gray, medium-dark orange-buff, medium-dark yellow-buff",NA
"Alpine Citril Finch","Carduelis_citrinella","Finches and Hawaiian honeycreepers","Fringillidae","Passeriformes","F","very pale cream, very pale orange-buff","very pale cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very pale cream",NA,NA,"very pale cream",NA,NA,NA,NA,NA,NA,NA,NA,"very pale cream","very pale orange-buff",NA,NA,NA,NA,NA
"Alpine Citril Finch","Carduelis_citrinella","Finches and Hawaiian honeycreepers","Fringillidae","Passeriformes","M","brownish gray, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, very dark yellow-buff, very pale cream, very pale orange-buff","very pale cream, gray, dark yellow-buff, medium-dark yellow-buff, very dark yellow-buff","medium-dark yellow-buff, medium yellow-buff","brownish gray, gray",NA,NA,NA,NA,NA,NA,"medium-dark yellow-buff, gray, brownish gray","gray, medium-dark yellow-buff, brownish gray",NA,"very pale cream, gray",NA,"gray","very pale cream, medium-dark yellow-buff","medium yellow-buff",NA,NA,"medium-dark yellow-buff, medium yellow-buff","brownish gray, gray",NA,NA,NA,"very pale cream, very pale orange-buff","very pale orange-buff","gray, brownish gray","brownish gray, gray",NA,NA,NA
"Alpine Munia","Lonchura_monticola","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes",NA,"dark maroon, gray, pale buff, very pale buff, very pale cream, very pale orange-buff","dark maroon","very pale cream",NA,NA,NA,NA,NA,NA,NA,NA,"pale buff, very pale buff",NA,NA,NA,"dark maroon, gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very pale orange-buff",NA,NA,NA,"very pale cream",NA
"Altamira Oriole","Icterus_gularis","New World blackbirds","Icteridae","Passeriformes","F","dark gray, gray, medium yellow-buff, medium-dark yellow-buff","medium yellow-buff, medium-dark yellow-buff",NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark gray",NA,"medium yellow-buff, medium-dark yellow-buff",NA,"dark gray, gray",NA,"medium yellow-buff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Altamira Oriole","Icterus_gularis","New World blackbirds","Icteridae","Passeriformes","M","dark gray, medium yellow-buff","medium yellow-buff",NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark gray",NA,"medium yellow-buff",NA,"dark gray",NA,"medium yellow-buff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amazilia Hummingbird","Amazilia_amazilia","Hummingbirds","Trochilidae","Apodiformes","M","brownish gray, gray, medium yellow-buff, medium-dark green, medium-dark orange-buff, medium-dark yellow-buff","medium-dark green",NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium yellow-buff",NA,"medium-dark yellow-buff",NA,"gray","medium yellow-buff","medium-dark orange-buff",NA,"gray",NA,NA,"gray",NA,NA,NA,NA,NA,NA,"medium-dark yellow-buff","brownish gray",NA
"Amazon Kingfisher","Chloroceryle_amazona","Kingfishers","Alcedinidae","Coraciiformes","F","black, dark gray, gray, medium-dark green, medium-dark olive, medium-dark yellow-buff, olive-gray, pale gray","gray",NA,"olive-gray, gray",NA,NA,"olive-gray, medium-dark yellow-buff",NA,NA,NA,NA,"olive-gray, medium-dark yellow-buff, medium-dark olive",NA,"gray, medium-dark green, olive-gray",NA,"pale gray, gray","medium-dark olive, gray","gray, pale gray",NA,NA,"medium-dark green, gray, olive-gray",NA,NA,NA,NA,NA,"dark gray, black",NA,NA,NA,"olive-gray",NA
"Amazon Kingfisher","Chloroceryle_amazona","Kingfishers","Alcedinidae","Coraciiformes","M","black, dark gray, dark olive, dark rufous, gray, medium-dark green, medium-dark olive, medium-dark rufous, medium-dark yellow-buff, olive-gray, pale gray","olive-gray, medium-dark yellow-buff",NA,"dark olive, olive-gray, medium-dark yellow-buff",NA,NA,"gray, medium-dark yellow-buff",NA,NA,NA,NA,"medium-dark olive, medium-dark yellow-buff",NA,"olive-gray, gray, medium-dark olive",NA,"pale gray, gray","dark rufous, medium-dark rufous","gray",NA,NA,"medium-dark green, olive-gray, gray",NA,NA,NA,NA,NA,"dark gray, black",NA,NA,NA,"olive-gray, gray",NA
"Amazonian Antshrike","Thamnophilus_amazonicus","Antbirds","Thamnophilidae","Passeriformes","F","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, pale gray","dark rufous",NA,NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray, pale gray, gray, dark yellow-buff",NA,NA,NA,NA,"medium-dark rufous, medium-dark orange-buff","medium yellow-buff, medium cream",NA,NA,NA,NA,NA,NA,NA,NA,"dark gray, brownish gray",NA,NA,NA,"dark gray, gray, brownish gray",NA
"Amazonian Antshrike","Thamnophilus_amazonicus","Antbirds","Thamnophilidae","Passeriformes","M","black, dark gray, gray, pale gray","dark gray, black",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gray, pale gray, dark gray",NA,NA,NA,NA,"gray","gray",NA,NA,NA,NA,NA,NA,NA,NA,"black, dark gray, gray",NA,NA,NA,"black, dark gray",NA
"Amazonian Barred Woodcreeper","Dendrocolaptes_certhia","Woodcreepers","Dendrocolaptidae","Passeriformes","F","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff","brownish gray, dark yellow-buff, dark gray, medium-dark yellow-buff",NA,"medium-dark yellow-buff, dark yellow-buff","dark yellow-buff, brownish gray","brownish gray","medium-dark yellow-buff, dark yellow-buff, gray","medium-dark yellow-buff, gray",NA,NA,NA,"dark yellow-buff, dark rufous","dark yellow-buff, brownish gray","dark rufous",NA,"gray, medium yellow-buff","medium-dark yellow-buff, dark yellow-buff, gray","medium-dark yellow-buff, brownish gray","dark yellow-buff, gray","medium-dark yellow-buff","dark rufous",NA,"dark rufous",NA,"medium-dark yellow-buff",NA,"dark rufous",NA,NA,NA,"brownish gray",NA
"Amazonian Barred Woodcreeper","Dendrocolaptes_certhia","Woodcreepers","Dendrocolaptidae","Passeriformes","M","brownish gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff","brownish gray, dark yellow-buff, dark rufous, medium yellow-buff",NA,"medium-dark yellow-buff, dark yellow-buff, brownish gray","brownish gray","brownish gray","medium-dark yellow-buff, brownish gray","gray",NA,NA,NA,"dark rufous, dark yellow-buff","brownish gray, medium-dark yellow-buff","dark rufous",NA,"gray, medium yellow-buff, brownish gray","dark yellow-buff, medium-dark yellow-buff","medium-dark yellow-buff","medium-dark yellow-buff, dark yellow-buff","medium-dark yellow-buff, brownish gray","dark rufous",NA,"brownish gray, dark rufous",NA,"medium-dark yellow-buff, brownish gray",NA,"dark rufous",NA,NA,NA,"brownish gray",NA
"Amazonian Royal Flycatcher","Onychorhynchus_coronatus","Tyrant-flycatchers","Tyrannidae","Passeriformes","F","black, brownish gray, dark brown, dark gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark brown, medium-dark rufous, medium-dark yellow-buff","dark brown, medium-dark brown, medium-dark rufous, dark rufous, medium-dark yellow-buff, medium yellow-buff, gray",NA,"dark yellow-buff","brownish gray, dark yellow-buff","medium-dark yellow-buff","medium-dark yellow-buff","gray",NA,NA,NA,"brownish gray, dark yellow-buff, dark gray, dark rufous","brownish gray","medium-dark yellow-buff",NA,"medium-dark yellow-buff, gray, dark gray","medium-dark yellow-buff, brownish gray","medium-dark yellow-buff, dark yellow-buff, medium yellow-buff","medium-dark yellow-buff","medium-dark yellow-buff","brownish gray, black",NA,"brownish gray",NA,"dark yellow-buff",NA,NA,NA,NA,NA,"medium-dark rufous, dark rufous, brownish gray",NA
"Amazonian Royal Flycatcher","Onychorhynchus_coronatus","Tyrant-flycatchers","Tyrannidae","Passeriformes","M","brownish gray, dark brown, dark gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff","medium-dark rufous, dark brown, gray",NA,"dark gray, dark yellow-buff","gray","gray, brownish gray","medium-dark yellow-buff, gray","gray",NA,NA,NA,"brownish gray, dark yellow-buff","dark yellow-buff, brownish gray","dark yellow-buff, gray",NA,"gray","dark yellow-buff, medium-dark yellow-buff, gray","medium yellow-buff","medium-dark yellow-buff","medium-dark yellow-buff, medium yellow-buff","brownish gray",NA,"dark gray",NA,"brownish gray",NA,NA,NA,NA,NA,"dark rufous",NA
"Amazonian Umbrellabird","Cephalopterus_ornatus","Cotingas","Cotingidae","Passeriformes","F","black, blue, brownish gray, dark blue, dark gray","dark gray, blue",NA,"dark blue, dark gray",NA,NA,"dark gray",NA,NA,NA,NA,"blue, dark gray",NA,"black",NA,"dark gray","dark gray","dark gray",NA,NA,"dark gray, black",NA,NA,NA,NA,NA,"dark gray, brownish gray",NA,NA,NA,"black, dark gray",NA
"Amazonian Umbrellabird","Cephalopterus_ornatus","Cotingas","Cotingidae","Passeriformes","M","black, blue, dark blue, dark gray, gray","dark gray, blue",NA,"dark gray, dark blue",NA,NA,"dark gray, gray",NA,NA,NA,NA,"dark gray, blue",NA,"black",NA,"dark gray","blue, dark blue, dark gray","black, dark gray",NA,NA,"dark gray, black",NA,NA,NA,NA,NA,"dark gray",NA,NA,NA,"black",NA
